gpx_file,relive_id,relive_url,name,video_url,cover_photo,blog_url
2024-07-11 161815 Podnart Sava plavanje__20240711_1618.gpx,1128207687,https://www.relive.com/view/vYvr1BPVpLq,Podnart 🏊,https://video.relive.com/829052bcd669-ae58-9ed4-97ed-0306ca1f_relive_1765216018635.mp4,https://ua.relive.cc/17271464/IMG20240711175521.jpg_1720713321330.jpg,https://matejlangus.github.io/map/posts/2024/07/podnart/index.html
2023-05-27 170017 Bunker na reki Tagliamentl__20230527_1700.gpx,930597443,https://www.relive.com/view/vKv2Y45o94q,Bunker Tagliamento,https://video.relive.com/38534105101_relive_1765222629479.mp4,https://ua.relive.cc/17271464/20230527_175426.jpg_1685202866000.jpg,https://matejlangus.github.io/map/posts/2023/05/bunker-tagliamento/index.html
2021-12-07 195140 Tek na smučeh Lom__20211207_1951.gpx,907236168,https://www.relive.com/view/vAOZo9NWLo6,Slaparska vas,https://video.relive.com/19459344101_relive_1765225054980.mp4,https://ua.relive.cc/17271464/20211207_205149.jpg_1638906709018.jpg,https://matejlangus.github.io/map/posts/2021/12/slaparska-vas/index.html
2025-01-25 062951 Hochobir__20250125_0629.gpx,1217911436,https://www.relive.com/view/vdORERJ18rv,Hochobir,https://video.relive.com/de9268651eba-047a-71d4-9dc0-9da6baf8_relive_1737920408317.mp4,https://ua.relive.cc/17271464/IMG20250125091547.jpg_1737792947891.jpg,https://matejlangus.github.io/map/posts/2025/01/hochobir/index.html
2023-07-30 091204 Kofce Šija Pongart Tegošče kolo__20230730_0912.gpx,964552717,https://www.relive.com/view/vrqoPLV8yKv,Tržiške planine,https://video.relive.com/07755485101_relive_1765221867538.mp4,https://ua.relive.cc/17271464/20230730_114121.jpg_1690710079000.jpg,https://matejlangus.github.io/map/posts/2023/07/trziske-planine/index.html
2022-10-01 150157 Tek Jelendol__20221001_1501.gpx,895560965,https://www.relive.com/view/vE6JXo3gEgv,Medvodje,https://video.relive.com/37270514101_relive_1765229185249.mp4,https://ua.relive.cc/17271464/20221001_162903.jpg_1664634541000.jpg,https://matejlangus.github.io/map/posts/2022/10/medvodje/index.html
2023-11-18 064445 Tolsta - Košutnikov turn__20231118_0644.gpx,1020159173,https://www.relive.com/view/v8qkpDm7mKv,Tolsta Košuta - Košutnikov turn,https://video.relive.com/52334427101_relive_1765221075570.mp4,https://ua.relive.cc/17271464/IMG20231118101943.jpg_1700299183026.jpg,https://matejlangus.github.io/map/posts/2023/11/tolsta-kosuta-kosutnikov-turn/index.html
2022-02-22 163033 Brezpotje proti Dobrči__20220222_1630.gpx,905629849,https://www.relive.com/view/vPv4Ap5x9RO,Vaško 🚲&🥾,https://video.relive.com/52400044101_relive_1765225825164.mp4,https://ua.relive.cc/17271464/20220222_170122.jpg_1645545681000.jpg,https://matejlangus.github.io/map/posts/2022/02/vasko/index.html
"2024-07-06 070444 Matkova kopa, Krnička gora__20240706_0704.gpx",1125142603,https://www.relive.com/view/vKv2nB5V74v,"Matkova kopa, Krnička gora",https://video.relive.com/187730f29a17-d7ca-3554-95c2-90bfafad_relive_1765216188663.mp4,https://ua.relive.cc/17271464/IMG20240706122506.jpg_1720261506394.jpg,https://matejlangus.github.io/map/posts/2024/07/matkova-kopa-krnicka-gora/index.html
2022-09-07 213509 sprehod meteora__20220907_2035.gpx,895786643,https://www.relive.com/view/vKv2QwjJJ4q,Kalabaka,https://video.relive.com/79356514101_relive_1765228805977.mp4,,
2023-04-29 051542 Gorropu__20230429_0515.gpx,917271161,https://www.relive.com/view/vxOQ4Z5GJMv,Gorropu,https://video.relive.com/51795864101_relive_1764681195190.mp4,https://ua.relive.cc/17271464/20230429_083652.jpg_1682750211000.jpg,https://matejlangus.github.io/map/posts/2023/04/gorropu/index.html
2024-09-09 063300 soteska zaidel__20240909_0633.gpx,1163176326,https://www.relive.com/view/veqzQzz2XB6,Zádielska tiesňava,https://video.relive.com/d9bc19328425-0688-5774-b722-dbb82d9b_relive_1743795690251.mp4,https://ua.relive.cc/17271464/IMG20240909111621.jpg_1725873381115.jpg,https://matejlangus.github.io/map/posts/2024/09/zadielska-tiesnava/index.html
2024-06-15 060553 Mokrica__20240615_0605.gpx,1114387953,https://www.relive.com/view/vMv8GDLL4Pq,"Mokrica, Kompotela",https://video.relive.com/fab1a34e89bc-4289-eab4-4e1e-297d0d41_relive_1765216510439.mp4,https://ua.relive.cc/17271464/IMG20240615093624.jpg_1718436984689.jpg,https://matejlangus.github.io/map/posts/2024/06/mokrica-kompotela/index.html
2022-11-05 072544 Nato radar Scinauz__20221105_0725.gpx,894265413,https://www.relive.com/view/vMv8BZLDDN6,Monte Scinauz,https://video.relive.com/59977114101_relive_1765229554240.mp4,https://ua.relive.cc/17271464/20221105_130306.jpg_1667649785000.jpg,https://matejlangus.github.io/map/posts/2022/11/monte-scinauz/index.html
2022-12-25 122845 Lago di Braies__20221225_1228.gpx,894258302,https://www.relive.com/view/vPOp3zKgVRv,Lago di Braies,https://video.relive.com/95567114101_relive_1765191154013.mp4,https://ua.relive.cc/17271464/20221225_124855.jpg_1671968934094.jpg,https://matejlangus.github.io/map/posts/2022/12/lago-di-braies/index.html
2024-05-04 073356 Preiner wand__20240504_0733.gpx,1093328664,https://www.relive.com/view/vr63QLZQp8v,Preiner Wand,https://video.relive.com/ec9b9b839dda-1a0a-e4b4-c6a5-da21f2f0_relive_1743796084582.mp4,https://ua.relive.cc/17271464/IMG20240504095312.jpg_1714809192074.jpg,https://matejlangus.github.io/map/posts/2024/05/preiner-wand/index.html
2024-08-24 052613 Srebrnjak Trentarski Pelc__20240824_0526.gpx,1151809365,https://www.relive.com/view/vE6JNnwZ7g6,"Srebrnjak, Trentarski Pelc",https://video.relive.com/3ed750169f76-6768-9294-203c-bdf92248_relive_1744972110740.mp4,https://ua.relive.cc/17271464/IMG20240824092742.jpg_1724484462557.jpg,https://matejlangus.github.io/map/posts/2024/08/srebrnjak-trentarski-pelc/index.html
2024-05-05 071319 Rote wand__20240505_0713.gpx,1093328651,https://www.relive.com/view/v1vjd3pdBY6,Rote Wand,https://video.relive.com/bbbd1fc6d2c4-8239-d484-ec13-6b5cdd98_relive_1764276427516.mp4,https://ua.relive.cc/17271464/IMG20240505104821.jpg_1714898901222.jpg,https://matejlangus.github.io/map/posts/2024/05/rote-wand/index.html
2024-04-27 140427 Reigersburg ferata__20240427_1404.gpx,1093328671,https://www.relive.com/view/vJOK4WX4Qw6,Riegersburg,https://video.relive.com/4df872e59690-b0fb-0c54-bf6f-46fa1328_relive_1765216848131.mp4,https://ua.relive.cc/17271464/IMG20240427141222.jpg_1714219942461.jpg,https://matejlangus.github.io/map/posts/2024/04/riegersburg/index.html
2022-12-26 141305 smucisče nad Madonno di Campilio pogled Brenta grupe__20221226_1413.gpx,893845986,https://www.relive.com/view/vNOP4GYzG2O,Campo Carlo Magno,https://video.relive.com/66297014101_relive_1765230247059.mp4,https://ua.relive.cc/17271464/20221226_143515.jpg_1672061715008.jpg,https://matejlangus.github.io/map/posts/2022/12/campo-carlo-magno/index.html
2025-05-25 060743 Rutarski vršič__20250525_0607.gpx,1272429526,https://www.relive.com/view/veqzdYgNVBO,Vanežev rob,https://video.relive.com/0817b709d378-570a-aef4-434b-c26e0e5b_relive_1748289636914.mp4,https://ua.relive.cc/17271464/IMG20250525101602.jpg_1748160962756.jpg,https://matejlangus.github.io/map/posts/2025/05/vanezev-rob/index.html
2023-02-19 065936 Viševnik in Mali Draški vrh zima__20230219_0659.gpx,893342057,https://www.relive.com/view/vrqo32nAVyq,Viševnik in Mali Draški vrh,https://video.relive.com/79126904101_relive_1765230655908.mp4,https://ua.relive.cc/17271464/20230219_093401.jpg_1676795640093.jpg,https://matejlangus.github.io/map/posts/2023/02/visevnik-in-mali-draski-vrh/index.html
2024-11-04 123519 Bruneck__20241104_1235.gpx,1200799136,https://www.relive.com/view/vdOREJAdoKv,Bruneck,https://video.relive.com/14c3ea102b83-c1a9-8b04-49da-6426560f_relive_1736963187096.mp4,https://ua.relive.cc/17271464/IMG20241104130711.jpg_1730722031200.jpg,https://matejlangus.github.io/map/posts/2024/11/bruneck/index.html
2023-07-16 153411 Cima di Lanis__20230716_1534.gpx,958120924,https://www.relive.com/view/vr63wzQrMd6,Cima di Lanza,https://video.relive.com/43620965101_relive_1765222042496.mp4,https://ua.relive.cc/17271464/20230716_161011.jpg_1689516609000.jpg,https://matejlangus.github.io/map/posts/2023/07/cima-di-lanza/index.html
2025-06-08 095230 Tek na stari Ljubelj__20250608_0952.gpx,1292806964,https://www.relive.com/view/vr63erndzdv,7. tek na stari Ljubelj,https://video.relive.com/63d7432537be-ab1b-16d4-c070-0a5f0276_relive_1755974199609.mp4,https://ua.relive.cc/17271464/IMG20250608103911.jpg_1749371951845.jpg,https://matejlangus.github.io/map/posts/2025/06/7-tek-na-stari-ljubelj/index.html
2022-04-10 095626 Bojin kuk__20220410_0956.gpx,900417861,https://www.relive.com/view/vxOQ4m3MY2v,Bojin kuk,https://video.relive.com/91860724101_relive_1765226552321.mp4,https://ua.relive.cc/17271464/20220410_123202.jpg_1649586722065.jpg,https://matejlangus.github.io/map/posts/2022/04/bojin-kuk/index.html
2021-11-13 064423 Kepa krog__20211113_0644.gpx,907269618,https://www.relive.com/view/v26MrBM8eEq,Kepa,https://video.relive.com/18610444101_relive_1765224901036.mp4,https://ua.relive.cc/17271464/20211113_082235.jpg_1636788155025.jpg,https://matejlangus.github.io/map/posts/2021/11/kepa/index.html
2023-01-26 193115 Tek na smučeh Lom__20230126_1931.gpx,893437745,https://www.relive.com/view/vQvxpEPLM9v,Grahovše,https://video.relive.com/69787904101_relive_1765213348527.mp4,https://ua.relive.cc/17271464/20230126_194018.jpg_1674758418058.jpg,https://matejlangus.github.io/map/posts/2023/01/grahovse/index.html
2025-06-15 094854 Mali maraton Franja__20250615_0948.gpx,1292806995,https://www.relive.com/view/vMq5w41Gz8O,44. mali maraton Franja,https://video.relive.com/45c3f95c6d0d-7fe9-2e94-3fb0-d5bb172c_relive_1755974107475.mp4,https://ua.relive.cc/17271464/IMG20250615100514.jpg_1749974714361.jpg,https://matejlangus.github.io/map/posts/2025/06/44-mali-maraton-franja/index.html
2022-05-11 145652 Storžič JZ greben__20220511_1456.gpx,899711985,https://www.relive.com/view/vQvxpywPP9v,Storžič,https://video.relive.com/21253524101_relive_1762236332988.mp4,https://ua.relive.cc/17271464/20220511_183622.jpg_1652286981000.jpg,https://matejlangus.github.io/map/posts/2022/05/storzic/index.html
2023-03-18 131553 Izvir Soče Kekčeva domačija__20230318_1315.gpx,897097852,https://www.relive.com/view/vYvE3pP55G6,Izvir Soče,https://video.relive.com/30088814101_relive_1765228156647.mp4,https://ua.relive.cc/17271464/20230318_132705.jpg_1679142424000.jpg,https://matejlangus.github.io/map/posts/2023/03/izvir-soce/index.html
2024-04-07 093912__20240407_0939.gpx,1079395080,https://www.relive.com/view/vdvmJA5ALxO,Bela peč 🧗,https://video.relive.com/44961968101_relive_1765217021591.mp4,https://ua.relive.cc/17271464/IMG20240407124350.jpg_1712486630587.jpg,https://matejlangus.github.io/map/posts/2024/04/bela-pec/index.html
"2025-06-18 161154 Vrata, Radovna__20250618_1611.gpx",1292807004,https://www.relive.com/view/vmqXJ7DoEoO,Vrata,https://video.relive.com/1a3220fb4b4a-dec9-18c4-7c37-aa2336a1_relive_1755968930663.mp4,https://ua.relive.cc/17271464/IMG20250618183228.jpg_1750264348422.jpg,https://matejlangus.github.io/map/posts/2025/06/vrata/index.html
2024-05-01 062807 Tirolerstieg__20240501_0628.gpx,1093328647,https://www.relive.com/view/vYvrQxDQ9Lq,Tirolersteig 🧗,https://video.relive.com/dd249dc2c78e-72fa-2e64-6b6a-6da66124_relive_1743796443412.mp4,https://ua.relive.cc/17271464/IMG20240501063155.jpg_1714537915036.jpg,https://matejlangus.github.io/map/posts/2024/05/tirolersteig/index.html
2023-09-02 103001 Ravena__20230902_1030.gpx,1020220700,https://www.relive.com/view/vdvmXMNLLNq,Ravenna,https://video.relive.com/34865427101_relive_1765220121398.mp4,https://ua.relive.cc/17271464/IMG20230902104018.jpg_1693644018923.jpg,https://matejlangus.github.io/map/posts/2023/09/ravenna/index.html
2022-07-19 172226 Cortina pica in zastonj parking__20220719_1722.gpx,897885675,https://www.relive.com/view/vLqeJX5mpRv,Cortina d'Ampezzo,https://video.relive.com/32308024101_relive_1765227553246.mp4,https://ua.relive.cc/17271464/20220719_175632.jpg_1658246191000.jpg,https://matejlangus.github.io/map/posts/2022/07/cortina-d-ampezzo/index.html
2023-05-22 162234 trening za Franjo podbrezje zirovnica Begunje__20230522_1622.gpx,930597422,https://www.relive.com/view/vWqBPeRAxQO,Žirovnica,https://video.relive.com/57534105101_relive_1765222601395.mp4,https://ua.relive.cc/17271464/20230522_172637.jpg_1684769197000.jpg,https://matejlangus.github.io/map/posts/2023/05/zirovnica/index.html
2021-10-09 075340 Ferata peterwald__20211009_0753.gpx,909672565,https://www.relive.com/view/vE6JXWAxDgv,ferata Peterlewand,https://video.relive.com/39368944101_relive_1765225264581.mp4,https://ua.relive.cc/17271464/20211009_084117.jpg_1633761676000.jpg,https://matejlangus.github.io/map/posts/2021/10/ferata-peterlewand/index.html
2023-10-28 190626 Rusija do plaže__20231028_1906.gpx,1013187256,https://www.relive.com/view/vrqDYZkzGwv,Uvala Maleska 🌕🏊‍♀️,https://video.relive.com/91549607101_relive_1765221493338.mp4,https://ua.relive.cc/17271464/IMG20231028192507.jpg_1698513907554.jpg,https://matejlangus.github.io/map/posts/2023/10/uvala-maleska/index.html
2023-04-27 103001 Tavolara ferata Delgi angeli__20230427_1030.gpx,917271152,https://www.relive.com/view/vYvE3DGdXw6,Ferata delgi Angeli,https://video.relive.com/70795864101_relive_1765223278933.mp4,https://ua.relive.cc/17271464/20230427_122909.jpg_1682591349000.jpg,https://matejlangus.github.io/map/posts/2023/04/ferata-delgi-angeli/index.html
2024-09-01 121028 Harmenecka jama__20240901_1210.gpx,1163176356,https://www.relive.com/view/vrqDNee3gLO,Harmanecká jaskyňa,https://video.relive.com/675a6a22cfcb-dd9b-f3a4-8327-e4c86432_relive_1743864166035.mp4,https://ua.relive.cc/17271464/IMG20240901123804.jpg_1725187084578.jpg,https://matejlangus.github.io/map/posts/2024/09/harmanecka-jaskyna/index.html
2023-06-25 081905 Kürsingerhutte__20230625_0819.gpx,948802793,https://www.relive.com/view/vMv8gGEeZPq,Hopffeldboden  - Kürsingerhütte,https://video.relive.com/59705645101_relive_1765222281926.mp4,https://ua.relive.cc/17271464/20230625_114533.jpg_1687686333000.jpg,https://matejlangus.github.io/map/posts/2023/06/hopffeldboden-kursingerhutte/index.html
2021-11-07 140023 Mali vrh Gač krog kolo__20211107_1400.gpx,907269628,https://www.relive.com/view/vAOZo9KBey6,Mali vrh 🚲&🥾,https://video.relive.com/78610444101_relive_1765224674591.mp4,https://ua.relive.cc/17271464/20211107_153612.jpg_1636295771000.jpg,https://matejlangus.github.io/map/posts/2021/11/mali-vrh/index.html
"2025-05-29 162943 Dolina, Lom__20250529_1629.gpx",1275462862,https://www.relive.com/view/vWqBd9PJZQO,Dolina - Lom,https://video.relive.com/d7a1ca0d3c4e-2c88-9034-71a6-500e76d2_relive_1750097724354.mp4,https://ua.relive.cc/17271464/IMG20250529170805.jpg_1748531285032.jpg,https://matejlangus.github.io/map/posts/2025/05/dolina-lom/index.html
2025-10-31 093834 Volčji potok__20251031_0938.gpx,1347066781,https://www.relive.com/view/v7O9gDBMmLq,Volčji Potok 🚲&👟,https://video.relive.com/7605a2d9ea66-2aea-73e4-cfff-15c51c43_relive_1762116170387.mp4,https://ua.relive.cc/17271464/IMG20251031123449.jpg_1761910489277.jpg,https://matejlangus.github.io/map/posts/2025/10/volcji-potok/index.html
2023-09-18 081004 Monte Ceva__20230918_0810.gpx,1020220641,https://www.relive.com/view/v7O9JX1NMQ6,Monte Ceva,https://video.relive.com/80865427101_relive_1765220652857.mp4,https://ua.relive.cc/17271464/IMG20230918100716.jpg_1695024436051.jpg,https://matejlangus.github.io/map/posts/2023/09/monte-ceva/index.html
2023-10-22 161310 kolo Sveta Neža__20231022_1613.gpx,1009317866,https://www.relive.com/view/veqzok1n77v,Brezje pri Tržiču,https://video.relive.com/29981796101_relive_1765221517134.mp4,https://ua.relive.cc/17271464/IMG20231022162323.jpg_1697984603146.jpg,https://matejlangus.github.io/map/posts/2023/10/brezje-pri-trzicu/index.html
2023-12-10 132132 Dobrča__20231210_1321.gpx,1028611782,https://www.relive.com/view/vPOpDJmE7RO,Dobrča,https://video.relive.com/71033547101_relive_1765219953977.mp4,https://ua.relive.cc/17271464/IMG20231210142622.jpg_1702214782213.jpg,https://matejlangus.github.io/map/posts/2023/12/dobrca/index.html
2024-09-06 071428 soteske ferata Slovenski raj__20240906_0714.gpx,1163176352,https://www.relive.com/view/vYvEnddm3wO,Slovensky raj 1,https://video.relive.com/04819a85f9ea-d51a-5ec4-83f5-cbc3fd2c_relive_1743864129476.mp4,https://ua.relive.cc/17271464/IMG20240906185900.jpg_1725641940282.jpg,https://matejlangus.github.io/map/posts/2024/09/slovensky-raj-1/index.html
2022-09-07 180517 sprehod po mestu grčija__20220907_1705.gpx,895786670,https://www.relive.com/view/v8qVnmj447q,Metesovo,https://video.relive.com/70456514101_relive_1765228654330.mp4,https://ua.relive.cc/17271464/20220907_185343.jpg_1662566023025.jpg,https://matejlangus.github.io/map/posts/2022/09/metesovo/index.html
2022-02-27 081609 Speikkofel Bretthohe zima__20220227_0816.gpx,905629875,https://www.relive.com/view/vLqeJMXm3Rv,"Großer Spiekkofel, Bertthöhe",https://video.relive.com/33400044101_relive_1765225733543.mp4,https://ua.relive.cc/17271464/20220227_110825.jpg_1645956504000.jpg,https://matejlangus.github.io/map/posts/2022/02/grosser-spiekkofel-bertthohe/index.html
"2024-05-02 080317 Glocknergrat, Erikagrat__20240502_0803.gpx",1093328645,https://www.relive.com/view/vQvx5jV5rBO,"Glocknergrat, Erikagrat 🧗",https://video.relive.com/5560f2fd80df-a239-0884-2244-3fc6442c_relive_1743796131975.mp4,https://ua.relive.cc/17271464/IMG20240502092156.jpg_1714634516811.jpg,https://matejlangus.github.io/map/posts/2024/05/glocknergrat-erikagrat/index.html
2022-09-15 102147 Banja Luka__20220915_1021.gpx,895786709,https://www.relive.com/view/vPv4A389L3O,Banjaluka,https://video.relive.com/02456514101_relive_1765228431576.mp4,https://ua.relive.cc/17271464/20220915_104442.jpg_1663231481000.jpg,https://matejlangus.github.io/map/posts/2022/09/banjaluka/index.html
2021-09-15 092536 ferata Schlossberg__20210915_0925.gpx,910180640,https://www.relive.com/view/vdvm3RAeWx6,Schlossberg Klettersteig,https://video.relive.com/54299054101_relive_1765223552432.mp4,https://ua.relive.cc/17271464/20210915_105759.jpg_1631696279000.jpg,https://matejlangus.github.io/map/posts/2021/09/schlossberg-klettersteig/index.html
2025-05-03 110422 Split__20250503_1104.gpx,1263571004,https://www.relive.com/view/vmqXJz49RoO,Split,https://video.relive.com/724a4dbc420d-078a-e884-faed-99189f9b_relive_1746986427095.mp4,https://ua.relive.cc/17271464/IMG20250503131040.jpg_1746270640864.jpg,https://matejlangus.github.io/map/posts/2025/05/split/index.html
2022-09-23 194109 Tek do krožišča__20220923_1941.gpx,895786720,https://www.relive.com/view/vXOnK3erpB6,Podbrezje,https://video.relive.com/92456514101_relive_1765228242975.mp4,,https://matejlangus.github.io/map/posts/2022/09/podbrezje/index.html
2025-02-20 170313 sankanje pod Golico__20250220_1703.gpx,1229550812,https://www.relive.com/view/vYvEGBnE2G6,Savske jame 🛷,https://video.relive.com/ec4b7fd1c648-5068-72f4-7994-f8114c60_relive_1740340065558.mp4,https://ua.relive.cc/17271464/IMG20250220171221.jpg_1740067941478.jpg,https://matejlangus.github.io/map/posts/2025/02/savske-jame/index.html
2023-02-14 060144 Grintovec zima__20230214_0601.gpx,893391388,https://www.relive.com/view/vevYJyBQLyO,Grintovec,https://video.relive.com/89917904101_relive_1765230592628.mp4,https://ua.relive.cc/17271464/20230214_081535.jpg_1676358935004.jpg,https://matejlangus.github.io/map/posts/2023/02/grintovec/index.html
2024-02-03 060504 Freiberg__20240203_0605.gpx,1050210254,https://www.relive.com/view/vZqN11LwM36,Freiberg,https://video.relive.com/48978797101_relive_1765219024139.mp4,https://ua.relive.cc/17271464/IMG20240203074609.jpg_1706942769643.jpg,https://matejlangus.github.io/map/posts/2024/02/freiberg/index.html
2024-09-11 065211 Bükki Nemzeti park__20240911_0652.gpx,1163176316,https://www.relive.com/view/vrqDNee3ALO,Bükki Nemzeti Park,https://video.relive.com/b9d45add211f-cf9b-0134-153c-43a11348_relive_1743794917106.mp4,https://ua.relive.cc/17271464/IMG20240911082827.jpg_1726036107371.jpg,https://matejlangus.github.io/map/posts/2024/09/bukki-nemzeti-park/index.html
2022-08-11 162450 Dom pod Storžičem kolo__20220811_1624.gpx,897489459,https://www.relive.com/view/vRO7JMBeDKv,Dom pod Storžičem,https://video.relive.com/88728914101_relive_1765227577481.mp4,https://ua.relive.cc/17271464/20220811_180105.jpg_1660233663000.jpg,https://matejlangus.github.io/map/posts/2022/08/dom-pod-storzicem/index.html
2021-09-09 092116 Ferate Traunsee__20210909_0921.gpx,910180515,https://www.relive.com/view/vMq5j8oYx8v,Traunstein,https://video.relive.com/50299054101_relive_1765224023741.mp4,https://ua.relive.cc/17271464/20210909_132704.jpg_1631186822000.jpg,https://matejlangus.github.io/map/posts/2021/09/traunstein/index.html
"2025-07-20 060420 Poldnik, Skala__20250720_0604.gpx",1350320084,https://www.relive.com/view/vmqXzNWQ5oO,"Picco di Mezzodì, Skala",https://video.relive.com/705bb5e52bb0-d399-b094-213d-79749d7e_relive_1762882673389.mp4,https://ua.relive.cc/17271464/IMG20250720120216.jpg_1753005736993.jpg,https://matejlangus.github.io/map/posts/2025/07/picco-di-mezzodi-skala/index.html
